"id"	"short_desc"	"missing"	"mean"	"sd"	"pvalue"	"long_desc"
"MP:0001516"	"abnormal motor coordination/ balance"	2	1.156	1.00233161611747	0.607	"\"altered ability of an animal to maintain skillful and effective interaction of movements or maintenance of equilibrium\"\" [MGI:csmith]\""
"MP:0005669"	"increased circulating leptin level"	2	1.247	0.976188477674237	0.61	"\"greater than the normal blood concentration of the peptide hormone secreted by white adipocytes and believed to regulate food intake and energy balance\"\" [MESH:D06.472.699.042.500]\""
"MP:0000358"	"abnormal cell morphology"	2	1.292	1.10632723909337	0.613	""
"MP:0003436"	"decreased susceptibility to induced arthritis"	2	1.095	0.963796609199215	0.616	"\"less likely to be stricken with changes in the synovial membranes and thickening of articular structures, widespread degeneration of the collagen fibers in connective tissues, and by atrophy and rarefaction of bony structures that are induced by inflammatory responses caused by chemical or mechanical agents\"\" [MGI:anna]\""
"MP:0002981"	"increased liver weight"	2	1.011	0.95592509789878	0.618	"\"a greater than average weight of the bile-secreting exocrine gland\"\" [MGI:il]\""
"MP:0003723"	"abnormal long bone morphology"	2	1.278	1.04009509074786	0.628	"\"any structural anomaly of the bones that consist of a tubular shaft (diaphysis) and two ends that are wider than the shaft (epiphysis); long bones include the femora, tibiae, and fibulae, and the humeri, radii, and ulnae of the limbs; metacarpals and metatarsals of the autopods, the phalanges of the digits, and the clavicles\"\" [ISBN:0-683-40008-8, MGI:csmith]\""
"MP:0000189"	"hypoglycemia"	2	1.311	1.05706972163448	0.631	""
"MP:0001547"	"abnormal lipid level"	2	1.397	1.09113774638291	0.632	"\"any anomaly in the concentrations of fat-soluble substances (molecules composed of carbon and hydrogen and are characteristically insoluble in water) in the body\"\" [ISBN:0-683-40008-8]\""
"MP:0005395"	"other phenotype"	2	1.344	1.07834448430306	0.638	""
"MP:0000428"	"abnormal craniofacial morphology"	2	1.131	1.08120673694165	0.647	"\"any structural anomaly of the face or head affecting appearance\"\" [ISBN:0-683-40008-8]\""
"MP:0004022"	"abnormal cone electrophysiology"	2	1.294	1.03471476003517	0.647	"\"any functional anomaly of light adapted vision mediated by the cones\"\" [MGI:smb]\""
"MP:0004130"	"abnormal muscle cell glucose uptake"	2	1.457	1.03693115790115	0.651	"\"anomaly in the ability of muscle cells to take in glucose\"\" [MGI:smb]\""
"MP:0001175"	"abnormal lung morphology"	2	2.631	1.23627155890903	0.717	"\"any structural anomaly of the paired lobed visceral organs of respiration in the pulmonary cavity of the thorax where aeration of the blood normally occurs\"\" [ISBN:0-683-40008-8]\""
"MP:0001544"	"abnormal cardiovascular system physiology"	2	2.529	1.35830924461405	0.738	""
"MP:0005159"	"azoospermia"	2	2.825	1.49619972383824	0.742	"\"a condition where there is no measurable level of spermatozoa in the semen\"\" [MGI:llw2]\""
"MP:0001513"	"limb grasping"	2	2.811	1.42102016111605	0.745	"\"mice clasp front and/or hind feet almost immediately upon being lifted by tail\"\" [MGI:cml]\""
"MP:0002216"	"abnormal seminiferous tubule morphology"	2	2.572	1.31474124623233	0.746	"\"any structural anomaly of the tubules in the testes where spermatogenesis occurs\"\" [ISBN:0-683-40008-8, MGI:csmith]\""
"MP:0008495"	"decreased IgG1 level"	2	2.532	1.43493380859015	0.751	"\"less than normal immunoglobulin class G1 level\"\" [MGI:tmeehan]\""
"MP:0011091"	"complete prenatal lethality"	2	2.895	1.59075626841622	0.755	"\"death of all organisms of a given genotype in a population between fertilization and birth (Mus: approximately E18.5)\"\" [MGI:csmith]\""
"MP:0001473"	"reduced long term potentiation"	2	2.645	1.47008031621954	0.758	"\"less than the normal persistent robust synaptic response induced by synchronous stimulation of pre- and postsynaptic cells\"\" [ISBN:0838580343]\""
"MP:0000240"	"extramedullary hematopoiesis"	2	1.737	1.10682250431406	1	"\"formation and development of blood cells outside the bone marrow, e.g., in the spleen, liver, or lymph nodes\"\" [MESH:G04.335.151.825.463]\""
"MP:0000440"	"domed cranium"	2	1.757	1.13984659066484	1	"\"increased curvature to the hemispherical shape of the upper cranial case\"\" [MGI:csmith]\""
"MP:0000598"	"abnormal liver morphology"	2	2.452	1.43657918673485	1	""
"MP:0000746"	"weakness"	2	2.151	1.28913182446981	1	"\"state of being infirm or less strong than normal\"\" [PMID:9420327]\""
"MP:0000920"	"abnormal myelination"	2	1.775	1.18057984430057	1	""
"MP:0000929"	"open neural tube"	2	2.16	1.22306823027004	1	""
"MP:0001360"	"abnormal social investigation"	2	1.678	1.08512372266645	1	"\"altered behavior of animals to approach and examine other animals\"\" [MGI:csmith]\""
"MP:0001488"	"increased startle reflex"	2	2.288	1.19770217103022	1	""
"MP:0001625"	"cardiac hypertrophy"	2	2.391	1.27974870844114	1	"\"an increase in size of the cardiac tissue, not due to increased cell number\"\" [ISBN:0-683-40008-8]\""
"MP:0001787"	"pericardial edema"	2	1.502	0.974138052303135	1	""
"MP:0001823"	"thymus hypoplasia"	2	2.261	1.28861923761037	1	""
"MP:0001846"	"increased inflammatory response"	2	1.84	1.08976492308552	1	"\"greater than expected response to injury, infection, or insult\"\" [MGI:cwg]\""
"MP:0001921"	"reduced fertility"	2	1.926	1.27912476332849	1	""
"MP:0002082"	"postnatal lethality"	2	2.176	1.33296691661901	1	""
"MP:0002135"	"abnormal kidney morphology"	2	2.038	1.32374782655471	1	""
"MP:0002447"	"abnormal erythrocyte morphology"	2	1.656	1.10312323920806	1	""
"MP:0002459"	"abnormal B cell physiology"	2	1.518	1.15195616366379	1	"\"any functional anomaly of lymphocytes that expresses membrane-bound antibody, and differentiate into antibody-secreting plasma cells and memory cells upon interaction with antigen; B cells are the primary lymphocyte responsible for humoral immunity, and are most effective against extracellular pathogens\"\" [MGI:csmith, MGI:cwg]\""
"MP:0002705"	"dilated renal tubules"	2	1.561	1.03602719672427	1	"\"stretched or widened aperture of the luminal space of the loops of Henle, the proximal convoluted tubule or the distal convoluted tubule\"\" [MGI:csmith]\""
"MP:0002875"	"decreased erythrocyte cell number"	2	1.903	1.2268235798582	1	"\"reduced number of the cells that transport oxygen, red blood cells, per unit\"\" [MGI:csmith]\""
"MP:0002891"	"increased insulin sensitivity"	2	1.817	1.26376742643103	1	"\"greater ability to clear glucose from the bloodstream when given insulin than normal; can result in hypoglycemia\"\" [RGD:cur]\""
"MP:0002912"	"abnormal excitatory postsynaptic potential"	2	1.802	1.21501945345425	1	"\"defect in the potential detected in postsynaptic cells when an excitatory impulse arrives at the synapse causing depolarization\"\" [ISBN:0838580343]\""
"MP:0003059"	"decreased insulin secretion"	2	1.503	1.17361338113042	1	"\"reduction in the production or release of the hormone secreted by beta cells of the pancreas that promotes glucose utilization, protein synthesis, and the formation and storage of neutral lipids\"\" [MESH:D06.472.699.587.740.625, RGD:cur]\""
"MP:0005178"	"increased circulating cholesterol level"	2	2.317	1.39587229339201	1	""
"MP:0005290"	"decreased oxygen consumption"	2	1.505	0.973099132628286	1	"\"less than the normal rate at which oxygen enters the blood from alveolar gas; this is equal in the steady state to the consumption of oxygen by tissue metabolism throughout the body\"\" [MESH:G06.535.723]\""
"MP:0005331"	"insulin resistance"	2	2.188	1.30933966959318	1	"\"diminished effectiveness of insulin in lowering plasma glucose levels\"\" [ISBN:0-683-40008-8, MGI:pvb]\""
"MP:0005668"	"decreased circulating leptin level"	2	2.12	1.1912258471923	1	"\"less than the normal blood concentration of the peptide hormone secreted by white adipocytes and believed to regulate food intake and energy balance\"\" [MESH:D06.472.699.042.500]\""
"MP:0006036"	"abnormal mitochondrial physiology"	2	1.542	0.994598021929073	1	"\"any functional anomaly of the cellular organelles responsible for energy production\"\" [MGI:smb]\""
"MP:0008075"	"\"decreased CD4-positive, alpha beta T cell number\""	2	2.427	1.3865762126885	1	"\"reduced number of the subset of T lymphocytes that carry the CD4 marker, recognize intravesicular peptides bound to MHC class-II molecules, and turn on antibody production\"\" [MGI:csmith]\""
"MP:0008261"	"arrest of male meiosis"	2	2.361	1.27133602768713	1	"\"cessation of the progression of the process of nuclear division that results in sperm with one half the normal chromosome number of the original cell\"\" [ISBN:0-683-40008-8]\""
"MP:0008271"	"abnormal bone ossification"	2	2.26	1.31838467001787	1	""
"MP:0008566"	"increased interferon-gamma secretion"	2	1.661	1.05507923503033	1	"\"increase in the production or release of the major interferon produced by mitogenically or antigenically stimulated lymphocytes that is involved in immunoregulation\"\" [MESH:D12.644.276.374.440.893]\""
"MP:0008874"	"decreased physiological sensitivity to xenobiotic"	2	1.712	1.10647199706106	1	"\"increase in the dose or concentration of a foreign compound required to induce a specific level of physiological response\"\" [MGI:smb]\""
"MP:0009355"	"increased liver triglyceride level"	2	1.661	1.19478303741998	1	"\"greater concentration of naturally occurring esters of three fatty acids and glycerol in the liver; triglycerides are widespread in adipose tissue, commonly circulate in the blood in the form of lipoproteins, and are involved in the process of bidirectional transference of adipose fat and blood glucose with the liver\"\" [MGI:csmith]\""
"MP:0009703"	"decreased birth body size"	2	2.046	1.20554441533165	1	"\"reduction in average body size at birth compared to controls\"\" [MGI:anna]\""
"MP:0011094"	"complete embryonic lethality before implantation"	2	2.255	1.25759952153162	1	"\"death of all organisms of a given genotype in a population between fertilization and implantation (Mus: E0 to less than E4.5)\"\" [MGI:csmith]\""
"MP:0011939"	"increased food intake"	2	1.548	1.02016505367354	1	"\"increase in the total number of calories/food amount taken in over time when compared to the normal state\"\" [MGI:csmith]\""
"MP:0000256"	"echinocytosis"	1	0	0	0	"\"a state in which the red blood cells have multiple small projections appearing over the cell circumference resembling a small burr or a sea urchin\"\" [ISBN:0-683-40008-8, MGI:anna, PMID:12594949]\""
"MP:0000344"	"absent Cajal-Retzius cell"	1	0	0	0	""
"MP:0001837"	"defective assembly of class I molecules"	1	0	0	0	"\"impaired production of major histocompatibility complex class I molecules\"\" [MGI:cwg]\""
"MP:0002443"	"abnormal eosinophil differentiation"	1	0	0	0	"\"atypical production of or inability to produce the immature or mature forms of a granular leukocyte with a nucleus that usually has two lobes connected by one or more slender threads of chromatin, and cytoplasm containing coarse, round granules that are uniform in size and which can be stained by the dye eosin and is involved in clearance of parasitic infections and in allergic reactions\"\" [CL:0000771]\""
"MP:0002800"	"abnormal short term object recognition memory"	1	0	0	0	"\"anomaly in the short-term memory for objects is established during the first few minutes after training\"\" [MGI:CFG]\""
"MP:0003379"	"absent sexual maturation"	1	0	0	0	"\"failure to initiate pubertal changes that result in achievement of full sexual capacity\"\" [NCBI:matt]\""
"MP:0003381"	"vitreal fibroplasia"	1	0	0	0	"\"production of excess fibrous tissue in the vitreous body of the eye\"\" [MGI:brs]\""
"MP:0003707"	"increased cell nucleus count"	1	0	0	0	"\"greater than one nuclei present per cell body when one is expected; often due to failed cytokinesis\"\" [MGI:pg]\""
"MP:0003872"	"absent heart right ventricle"	1	0	0	0	"\"missing the lower right chamber of the heart\"\" [MGI:anna]\""
"MP:0004602"	"abnormal vertebral articular process morphology"	1	0	0	0	"\"any structural anomaly of the bilateral flat projections that arise from the junctions of the pedicles and laminae\"\" [ISBN:0-683-40008-8, MGI:csmith]\""
"MP:0004802"	"decreased susceptibility to systemic lupus erythematosus"	1	0	0	0	"\"reduced likelihood that an organism will develop inflammatory connective tissue symptoms characteristic of lupus including skin rash, arthritis and inflammation of different organs\"\" [MGI:csmith]\""
"MP:0004822"	"decreased susceptibility to experimental autoimmune uveoretinitis"	1	0	0	0	"\"reduced likelihood that an organism will develop disease symptoms similar to human sight-threatening inflammatory eye diseases upon induction by peripheral immunization with one of several uveitogenic retinal proteins (or with peptides derived from them), or by the adoptive transfer of lymphocytes specific to these antigens\"\" [MGI:csmith]\""
"MP:0004878"	"increased systemic vascular resistance"	1	0	0	0	"\"increase in the normal force opposing blood flow in the peripheral blood vessels\"\" [MGI:csmith]\""
"MP:0005284"	"increased saturated fatty acid level"	1	0	0	0	"\"elevated concentration of saturated aliphatic monocarboxylic acids derived from or contained in esterified form in an animal or vegetable fat, oil or wax; saturated fatty acids commonly have a chain of 4 to 28 carbons which contains no ethylenic or other unsaturated linkages between carbon atoms\"\" [CHEBI:24024, ISBN:0-683-40008-8]\""
"MP:0008062"	"abnormal podocyte slit junction morphology"	1	0	0	0	"\"any structural anomaly of the gaps between the interdigitated foot processes of the podocyte\"\" [MGI:csmith]\""
"MP:0008529"	"enlarged optic nerve"	1	0	0	0	"\"increased size of the second cranial nerve which is responsible for conveying visual information from the retina to the brain; it extends from the retina to the optic chiasma where part of its fibers become the optic tract and cross to the opposite side and pass to the geniculate bodies\"\" [MGI:csmith]\""
